CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2022-00028101,0 Block DABOLL ST,04/15/2022 08:14:00 AM,4,2022,Auto Towed,Not Used,Parking or MV Violation,0,JCryan
2022-00029500,PROMENADE ST &  PARK ST,04/20/2022 09:06:00 AM,4,2022,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,JO
2022-00014704,PROMENADE ST &  PARK ST,02/26/2022 10:23:00 PM,2,2022,Suspicious Person,Not Used,No Violations,0,SKawejsza
2022-00024816,0 Block YALE AVE,04/04/2022 06:05:00 AM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,AIn
2021-00103235,0 Block CALVERLEY ST,12/28/2021 12:11:00 PM,12,2021,Stolen Vehicle\Recovered,Not Used,No Violations,0,DMartinez
2022-00039736,800 Block MANTON AVE,05/22/2022 11:13:00 PM,5,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RByfield
2022-00007539,200 Block GORDON AVE,01/31/2022 11:37:00 AM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00011419,400 Block PINE ST,02/14/2022 01:27:00 PM,2,2022,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,VLopez
2022-00008726,400 Block PINE ST,02/04/2022 11:16:00 AM,2,2022,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,EFernandez
2022-00007965,400 Block PINE ST,02/01/2022 07:27:00 PM,2,2022,Suspicious Person,Not Used,No Violations,0,RBallinger
2022-00043527,400 Block PINE ST,06/03/2022 11:42:00 AM,6,2022,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,RBallinger
2022-00025762,400 Block PINE ST,04/07/2022 05:05:00 PM,4,2022,Request for Assistance,Not Used,No Violations,0,BMcParlin
2022-00024967,0 Block BARBARA ST,04/04/2022 06:27:00 PM,4,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,DCastigliego
2022-00024967,0 Block BARBARA ST,04/04/2022 06:27:00 PM,4,2022,DUI,31-27-2.1,Chemical Test Refusal,1,DCastigliego
2022-00024967,0 Block BARBARA ST,04/04/2022 06:27:00 PM,4,2022,Traffic Violation,31-15-1,Right Half of Road,1,DCastigliego
2022-00018468,MESSER ST &  CHAPIN AVE,03/12/2022 06:11:00 PM,3,2022,Traffic Violation,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",1,DHernandez Martinez
2022-00006914,200 Block WILLIAMS ST,01/28/2022 06:19:00 PM,1,2022,Disturbance,Not Used,No violations,0,LPelaez
2022-00026709,100 Block DOUGLAS AVE,04/10/2022 06:23:00 PM,4,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CVingi
2022-00026709,100 Block DOUGLAS AVE,04/10/2022 06:23:00 PM,4,2022,DUI,31-27-2.1,Chemical Test Refusal,1,CVingi
2022-00026709,100 Block DOUGLAS AVE,04/10/2022 06:23:00 PM,4,2022,Traffic Violation,31-27-2.3,Refusal to Submit to a Preliminary Breath Test,1,CVingi
2022-00026709,100 Block DOUGLAS AVE,04/10/2022 06:23:00 PM,4,2022,Traffic Violation,31-17-2,Vehicles Turning Left - Failure to Yield ROW,1,CVingi
2022-00026709,100 Block DOUGLAS AVE,04/10/2022 06:23:00 PM,4,2022,Traffic Violation,31-23-16,Windshield and Window Stickers - Obstructed View,1,CVingi
2022-00042687,100 Block DOUGLAS AVE,05/31/2022 02:57:00 PM,5,2022,Trespass,Not Used,No Violations,0,LPrete
2022-00028971,300 Block WICKENDEN ST,04/18/2022 05:15:00 AM,4,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,FPerez Brito
2022-00028971,300 Block WICKENDEN ST,04/18/2022 05:15:00 AM,4,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,FPerez Brito
2022-00001747,0 Block BUTLER AVE,01/08/2022 04:33:00 PM,1,2022,Larceny from Motor Vehicle,11-47-5.1,LARCENY OF FIREARM - FROM MV,1,WKeoh
2022-00030573,0 Block EATON ST,04/23/2022 04:48:00 PM,4,2022,Municipal Code Violation,Sec. 23-32.,"Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,HNorthup
2022-00034548,0 Block EATON ST,05/07/2022 12:40:00 AM,5,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SMarmas
2022-00034548,0 Block EATON ST,05/07/2022 12:40:00 AM,5,2022,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,SMarmas
2021-00101950,200 Block TRANSIT ST,12/22/2021 09:13:00 PM,12,2021,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,MLabutti
2022-00501303,0 Block ROSEBANK DR,04/21/2022 01:34:23 PM,4,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,JGreeno
2022-00025403,100 Block BOWDOIN ST,04/06/2022 10:57:21 AM,4,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,JRodrigues
2022-00021285,0 Block SPRUCE ST,03/22/2022 10:58:00 AM,3,2022,Motor Vehicle Theft,Not Used,"Under Investigation, Offense Pending",0,GGrimes
2022-00025927,0 Block COLLEGE RD,04/08/2022 10:29:50 AM,4,2022,Auto Towed,Not Used,Parking or MV Violation,0,KPoplaski
2022-00500662,0 Block SUMMIT AVE,02/27/2022 07:39:43 PM,2,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,DShields
2022-00022199,100 Block DOUGLAS AVE,03/25/2022 06:46:00 PM,3,2022,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,TSavard
2022-00032260,0 Block BERKLEY ST,04/29/2022 03:37:00 PM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2022-00500591,100 Block PINE ST,02/15/2022 04:12:52 PM,2,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00043097,200 Block ANGELL ST,06/01/2022 09:12:00 PM,6,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00008090,300 Block FRIENDSHIP ST,02/02/2022 08:46:00 AM,2,2022,Auto Towed,Not Used,Parking or MV Violation,0,JButen
2022-00012653,200 Block WALDO ST,02/18/2022 11:41:00 PM,2,2022,Assistance Rendered,Not Used,No Violations,0,CMain
2022-00025260,100 Block COMSTOCK AVE,04/05/2022 07:19:00 PM,4,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00036248,HARTFORD AVE &  MERINO ST,05/12/2022 06:23:00 PM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,LPichs
2021-00102132,700 Block N MAIN ST,12/23/2021 02:31:56 PM,12,2021,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DWaters
2022-00014920,100 Block HAROLD ST,02/27/2022 04:57:00 PM,2,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,HNorthup
2022-00014920,100 Block HAROLD ST,02/27/2022 04:57:00 PM,2,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,HNorthup
2022-00006844,300 Block CHARLES ST,01/28/2022 01:27:00 PM,1,2022,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,LCastro
2022-00013605,1500 Block WESTMINSTER ST,02/22/2022 03:15:00 PM,2,2022,Bad Checks,19-9-25,FRAUDULENT CHECKS-(OVER $1000),1,Central Station
2022-00040572,1500 Block WESTMINSTER ST,05/25/2022 03:02:00 PM,5,2022,Request for Assistance,Not Used,No Violations,0,KDoldoorian
2022-00501328,0 Block LYDIA ST,04/25/2022 06:57:29 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00031264,200 Block MEETING ST,04/25/2022 11:12:00 PM,4,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2,DIamarone
2022-00014318,0 Block ARMINGTON AVE,02/25/2022 11:52:11 AM,2,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AElie
2022-00014318,0 Block ARMINGTON AVE,02/25/2022 11:52:11 AM,2,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AElie
2022-00031550,400 Block BROAD ST,04/27/2022 07:18:00 AM,4,2022,Auto Towed,Not Used,Parking or MV Violation,0,WPognon
2022-00004880,800 Block ELMWOOD AVE,01/21/2022 08:05:07 AM,1,2022,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,ADeschamps
2022-00021350,600 Block WESTMINSTER ST,03/22/2022 02:37:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,SCooney
2022-00034778,0 Block OAKLAND AVE,05/07/2022 08:02:00 PM,5,2022,Request for Assistance,Not Used,No Violations,0,ALara
2022-00013602,500 Block HUNTINGTON AVE,02/22/2022 02:52:00 PM,2,2022,Motor Vehicle Theft,Not Used,"Under Investigation, Offense Pending",0,SCerullo
2022-00001859,0 Block PARKIS AVE,01/09/2022 01:38:00 AM,1,2022,"Assault, Aggravated",11-5-4,ASSAULT W/DEADLY WEAPON IN A DWELLING HOUSE,1,ASantos
2022-00018924,200 Block WEBSTER AVE,03/14/2022 04:24:00 PM,3,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,NEastman
2022-00038316,1000 Block ATWELLS AVE,05/18/2022 08:14:00 PM,5,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,WSherrill
2022-00004612,600 Block MANTON AVE,01/20/2022 10:05:00 AM,1,2022,Motor Vehicle Theft,Not Used,No violations,0,MAndrade
2021-00098118,1000 Block CHALKSTONE AVE,12/09/2021 02:56:21 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,RAnderson
2022-00039932,1000 Block CHALKSTONE AVE,05/23/2022 03:36:00 PM,5,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,NEastman
2022-00039932,1000 Block CHALKSTONE AVE,05/23/2022 03:36:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,NEastman
2022-00039932,1000 Block CHALKSTONE AVE,05/23/2022 03:36:00 PM,5,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,NEastman
2022-00039932,1000 Block CHALKSTONE AVE,05/23/2022 03:36:00 PM,5,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman
2022-00039932,1000 Block CHALKSTONE AVE,05/23/2022 03:36:00 PM,5,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,NEastman
2022-00015619,0 Block ALMA ST,03/02/2022 10:10:00 AM,3,2022,Disturbance,Not Used,No Violations,0,RCarlin
2021-00103338,PLAINFIELD ST &  RALPH ST,12/28/2021 06:43:00 PM,12,2021,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,APereira II
2022-00500704,200 Block ROOSEVELT ST,02/28/2022 04:55:04 PM,2,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DShields
2021-00503626,200 Block IVES ST,12/20/2021 12:00:44 AM,12,2021,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00028840,400 Block PLAINFIELD ST,04/17/2022 04:24:00 PM,4,2022,Malicious Mischief,Not Used,No Violations,0,MPesola
2022-00501185,0 Block FENNER ST,04/08/2022 10:31:38 AM,4,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2022-00500906,0 Block FENNER ST,03/16/2022 12:19:19 PM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00501465,0 Block FENNER ST,05/14/2022 11:16:19 PM,5,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00013332,0 Block FENNER ST,02/21/2022 03:18:00 PM,2,2022,Alarm-Business,Not Used,No Violations,0,MRoman
2022-00008154,100 Block CHAPIN AVE,02/02/2022 01:10:00 PM,2,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00037989,MANTON AVE &  EDGEMERE AVE,05/17/2022 05:52:00 PM,5,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NEastman
2022-00037989,MANTON AVE &  EDGEMERE AVE,05/17/2022 05:52:00 PM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NEastman
2022-00002904,0 Block COGGESHALL ST,01/13/2022 05:48:00 PM,1,2022,Motor Vehicle Theft,Not Used,"Under Investigation, Offense Pending",0,ALugo
2022-00009870,100 Block BURNSIDE ST,02/08/2022 07:08:00 PM,2,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00500966,0 Block ASCHAM ST,03/21/2022 06:02:42 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DShields
2022-00043406,0 Block WHITTIER AVE,06/02/2022 09:18:00 PM,6,2022,Request for Assistance,Not Used,No Violations,0,KHeron
2022-00020347,0 Block YORKSHIRE ST,03/19/2022 01:59:05 PM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TManzotti
2022-00038132,CACTUS ST &  PAYTON ST,05/18/2022 08:50:00 AM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,MSheridan
2022-00042776,0 Block BABCOCK ST,05/31/2022 06:43:00 PM,5,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00033334,200 Block VEAZIE ST,05/02/2022 09:23:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,AIn
2022-00018625,0 Block 11TH ST,03/13/2022 12:26:13 PM,3,2022,Motor Vehicle Theft,Not Used,"Under Investigation, Offense Pending",0,KWilliams
2022-00006866,ERNEST ST &  PORTER ST,01/28/2022 02:24:00 PM,1,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,WGeorges
2022-00500018,0 Block ASHBURTON ST,01/03/2022 10:56:59 AM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00501405,0 Block ASHBURTON ST,05/05/2022 01:06:05 AM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00032698,100 Block MICHIGAN AVE,04/30/2022 09:06:00 PM,4,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NEastman
2022-00028353,100 Block MICHIGAN AVE,04/15/2022 10:40:00 PM,4,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,NULL
2022-00028353,100 Block MICHIGAN AVE,04/15/2022 10:40:00 PM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,NULL
2022-00028353,100 Block MICHIGAN AVE,04/15/2022 10:40:00 PM,4,2022,"Assault, Aggravated",11-5-2.1,FELONY ASSAULT/USE DEVICE SIMILAR TO FIREARM,1,NULL
2022-00028353,100 Block MICHIGAN AVE,04/15/2022 10:40:00 PM,4,2022,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,NULL
2022-00027992,300 Block PINE ST,04/14/2022 08:27:00 PM,4,2022,Malicious Mischief,Not Used,No Violations,0,RBallinger
2022-00011025,GRAND BROADWAY ST &  VANDEWATER ST,02/12/2022 09:16:00 PM,2,2022,Request for Assistance,Not Used,No Violations,0,TCalandra
2022-00016310,300 Block ELMWOOD AVE,03/04/2022 09:22:00 PM,3,2022,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,JNajarian
2022-00033565,300 Block ELMWOOD AVE,05/03/2022 09:31:00 PM,5,2022,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,RMalloy
2022-00033565,300 Block ELMWOOD AVE,05/03/2022 09:31:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RMalloy
2022-00007283,0 Block PEMBROKE AVE,01/30/2022 12:12:00 PM,1,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,CHines
2022-00012720,900 Block CHALKSTONE AVE,02/19/2022 03:50:00 AM,2,2022,Disturbance,Not Used,No Violations,0,JPalmer
2022-00012726,900 Block CHALKSTONE AVE,02/19/2022 04:50:00 AM,2,2022,Dispersals,Not Used,No Violations,0,AIn
2022-00013017,900 Block CHALKSTONE AVE,02/20/2022 03:03:00 AM,2,2022,Request for Assistance,Not Used,No Violations,0,RJoseph
2022-00020237,900 Block CHALKSTONE AVE,03/19/2022 02:18:00 AM,3,2022,Request for Assistance,Not Used,No Violations,0,RJoseph
2022-00024273,900 Block CHALKSTONE AVE,04/02/2022 03:35:00 AM,4,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,AIn
2022-00024273,900 Block CHALKSTONE AVE,04/02/2022 03:35:00 AM,4,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,AIn
2022-00024273,900 Block CHALKSTONE AVE,04/02/2022 03:35:00 AM,4,2022,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,AIn
2022-00024273,900 Block CHALKSTONE AVE,04/02/2022 03:35:00 AM,4,2022,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,AIn
2022-00024273,900 Block CHALKSTONE AVE,04/02/2022 03:35:00 AM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AIn
2022-00022310,900 Block CHALKSTONE AVE,03/26/2022 02:47:00 AM,3,2022,Dispersals,Not Used,No Violations,0,PSalmons
2022-00036576,0 Block ORTOLEVA DR,05/13/2022 04:50:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JAntoniou
2022-00023914,0 Block JULIAN ST,04/01/2022 12:32:00 AM,4,2022,Request for Assistance,Not Used,No Violations,0,SBouyssou
2022-00000348,0 Block TURNER ST,01/02/2022 11:23:00 AM,1,2022,Request for Assistance,Not Used,No Violations,0,IQuinn
2022-00006813,100 Block MT PLEASANT AVE,01/28/2022 11:01:00 AM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GScarcello
2021-00103894,CHALKSTONE AVE &  MANTON AVE,12/31/2021 03:10:00 AM,12,2021,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,BAucoin
2022-00500097,0 Block BORDEN ST,01/09/2022 11:59:52 PM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00025499,0 Block BORDEN ST,04/06/2022 05:37:00 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,BMcParlin
